"","SRR24302636","SRR24302631","SRR24302634","SRR24302641","SRR24302632","SRR24302643","SRR24302642","SRR24302639","SRR24302635","SRR24302640","SRR24302633"
"ICAM2",10.6572401377986,9.96751969854703,5.60425687097752,13.5303540481084,9.75959518048448,6.69043321320232,11.0834453051212,8.93990493743835,7.60714413253083,6.88060524673283,12.1519429444947
"SLC50A1",9.18727598086086,4.10056190130099,7.10987811989686,6.19826274829548,7.82973172671636,5.01782490990174,6.45269075983085,5.77368860542893,5.66601080216089,7.03238330364605,11.0703563996968
"IRAK4",6.30859617352446,9.21049288599915,5.35331999615763,8.76827413173508,5.73445140548241,9.41616526302549,5.46580864362143,8.00866483978852,8.07931169937757,9.15727610043119,6.9985011722221
"LOC100506476",7.1048267585324,2.77576497934221,12.5468437409945,8.01238843072343,7.82973172671636,6.00900020074653,8.27462697437133,8.62949157155507,3.25270990494421,3.03556113826448,7.95284224116148
"MAD1L1",14.2709020236039,10.5352898079579,11.7103874915948,12.7744683470968,12.7370987948696,12.5755365025933,12.1462414302698,12.7269480012143,13.3256179976747,11.1809835259408,12.0246974686362
"CCDC28B",12.4334468274317,7.6964392609034,12.2122612412346,11.03593123477,11.0829301202112,8.17719614946951,10.0206491799726,11.2369638449746,8.70886845517322,6.22290033344219,14.1878705582321
"POLR3D",9.43227000701715,14.1942527352727,11.4594506167749,10.3556341038595,11.0829301202112,11.3985158447151,11.4630153498172,11.6094598840345,10.0729080927305,12.1422445530579,9.16167426181802
"STRADA",16.7820907917058,15.0143651155329,15.6417318637731,17.8389025438748,14.391267469528,14.4339901729272,15.9419418772292,13.5340227525108,15.8963080838403,14.8236568918582,16.8600255512623
"MFSD8",12.9234348797443,10.5983753756703,16.5618337381127,12.1697597862875,12.7922377506915,14.8676293626718,12.8294675107225,7.88449949343521,10.5450756595772,10.4726859270125,15.0149661513129
"SRRD",8.69728792854828,11.8600867299167,11.7103874915948,9.90210268325254,12.5165429715818,10.3453920981925,8.95785305482401,12.416534635331,9.18103602201996,9.91616638499731,8.01646497909077
"DCAF4",6.24734766698538,6.62398460979391,6.69164999519704,10.3556341038595,9.04278875479918,5.07977336557954,7.43957287604028,8.44324355202511,9.12857295903699,9.05609072915571,7.44386033772714
"FBXO10",8.08480286315756,12.7432846778892,12.7977806158143,7.93679986062227,9.98015100377227,10.9029281992927,8.35054098331052,10.4919717668547,9.91551890378156,10.4220932413747,8.33457866873723
"RASGRP2",10.963482670494,12.5540279747523,8.95008186857604,11.942994075984,11.4137638551429,10.5312374652259,13.1331235464793,14.216932157454,9.6532035888667,10.3209078700992,14.9513434133836
"SKAP2",5.26737156236023,5.17301655241048,3.01124249783867,5.44237704728384,5.95500722877019,8.8586291619253,8.57828301012808,4.09745642965924,5.61354773917792,8.24660775895185,5.59880093777768
"XYLT1",2.8786798073364,5.04684541698584,2.67665999807882,4.6864913462722,3.6943100400704,4.21249498609035,2.88473233968909,4.78036583460245,5.35123242426306,7.99364433076314,2.79940046888884
"SHTN1",6.67608721275889,5.42535882325977,3.26217937265856,8.0879770008246,3.5840321284265,3.65495888499016,3.18838837544583,5.77368860542893,4.77413873145038,8.29720044458959,4.45359165505043
"ANKRD42",7.71731182392312,8.64272277658825,6.69164999519704,5.89590846789083,5.89986827294825,8.4869384278585,4.78258256316875,6.58076335672545,8.07931169937757,8.85371998660474,5.28068724813122
"AGPAT5",12.0659557881973,9.27357845371147,11.5430962417149,11.7162283656805,10.5315405619917,13.1330726036935,12.7535535017833,8.56740889837842,10.0204450297475,12.1422445530579,8.20733319287864
"ZNF589",5.87985662775095,6.81324131293088,5.4369656210976,6.34943988849781,6.67181365445549,5.69925792235754,8.57828301012808,4.78036583460245,7.23990269165003,9.91616638499731,7.25299212393927
"NEK6",2.4499402615629,5.61461552639674,1.00374749927956,2.26765710303493,3.47375421678261,4.39834035312375,4.40301251847282,3.41454702471604,3.61995134582501,7.3359394174725,2.09955035166663
