"","SRR24302636","SRR24302631","SRR24302634","SRR24302641","SRR24302632","SRR24302643","SRR24302642","SRR24302639","SRR24302635","SRR24302640","SRR24302633"
"CIPC",103.63247306411,111.661454850812,132.494669904901,120.563769311357,116.839447386704,96.5156939460113,107.114666613192,116.342929533052,117.936965585719,80.8977043347485,96.7065616525235
"TRIP10",80.5417860988802,81.7588957551706,93.5994543078186,77.0247529330866,82.8738506003852,84.559642000196,74.0161587157069,101.381005297478,72.818731420364,90.0043877495419,103.895931038534
"NID2",70.6195280395505,56.7770109410907,62.3996362052124,65.2329359973049,78.2973172671636,82.1436522287619,73.7125026799501,61.7722598107719,65.68375485468,79.9364433076314,62.0957922189888
"FITM2",24.8056451483243,57.9125511599125,24.5918137323491,29.85748518996,54.5324273079048,45.6560118345381,37.7292624427757,39.9812415257659,45.7477909211509,40.2211850820044,17.2417619788381
"CPD",54.14367978054,69.5833811866922,47.427069340959,53.2899419213209,71.0741140544887,56.9306307678976,75.4585248855514,62.1447558498318,58.8635566668937,71.5380574917663,42.6908571505548
"PDAP1",113.309737097284,96.2685763290048,119.696889289087,102.649278197381,97.9819244955984,84.0640543547737,100.737889862301,107.340941922437,105.293367406823,102.652559158977,107.331558886715
"CYFIP2",40.3015173027096,55.3891284514196,30.3633618532066,35.7533936578508,29.1685076298095,26.4519905744203,35.4518421746001,32.407155398214,52.9876936128009,58.6369226541423,37.3465471644943
"SLC25A36",107.674874495689,75.4503389839383,120.951573663187,80.1994728773355,75.5403694760663,103.330024070569,78.3432572252405,79.4658216661186,88.3477980633235,76.1925845704385,106.822576983281
"VEZT",76.6831301869186,78.4784462341298,88.4970711864809,64.0991074457875,84.8588530099752,82.1436522287619,60.9589491781668,73.5679677143364,73.3958251131767,82.5166702751562,69.4760298187867
"RAP1A",139.769091922163,130.208611758235,189.791922988776,139.309734696446,119.045005619582,125.569519658899,137.556184197806,130.684027036859,126.540907914927,115.098359825862,173.37196085732
"HERPUD1",104.551200662197,114.184877559305,117.187520540888,119.656706470143,119.541256221979,109.648766549705,102.256170041084,113.176713201042,94.1711980544333,91.0668341479345,137.42511392727
"PLA2G16",90.8315351974444,68.6370976710074,101.629434302055,80.7285928680436,86.0167710822361,77.3116726858935,73.1811046173758,67.4838657430242,59.5455764856723,92.6858000883422,80.0374043150491
"USP11",78.8268279157862,86.8057411721564,66.1636893275108,83.5253699617867,76.5880096366833,86.7897864045968,81.4557315917471,71.9538182117434,81.2128214976394,84.8439338144923,63.2410015017161
"ZHX3",45.8751313977652,67.2492151813363,44.1648899683005,54.8773018934454,59.1640995969483,47.3905685935165,51.7733540965252,66.4284602990211,66.6280899883734,59.092256824882,35.1833740748984
"TRAP1",106.756146897603,99.8644536886072,106.480880548573,115.121392264073,107.686380720261,104.568993184125,144.388445002333,108.830926078677,119.563320538191,86.4628997549001,117.70206516919
"OGT",140.381576987554,130.965638570782,141.110169273718,136.437369032602,128.473767065135,140.808839755638,147.728661395657,117.770831016115,123.917754765778,125.975787237976,130.172121803331
"PRKCSH",84.1554479846855,86.9949978752934,83.3110424402032,78.5365243351099,87.0092722870311,86.1703018478188,98.91595364776,86.7915771009639,86.9312953627833,96.7838076249993,90.6624015492408
"MTMR3",52.9187096497585,64.9150491759803,43.6630162186607,48.1499191544418,58.392154215441,65.2317238287227,53.5193763021265,55.998571205343,58.7586305409278,67.9965694971244,36.7739425231307
"M6PR",54.4499223132354,64.0318512280078,47.1761324661391,47.7719763039359,59.8257670668116,53.7712595283298,44.1060391936674,56.4331499175796,61.906414319906,60.3064812801877,29.4573276612621
"MTHFD1",66.2708840752763,81.8219813228829,68.8403493255896,72.187084446612,92.7988626483355,79.9135078243611,70.6759423223827,85.3636756179009,76.9633133960188,63.8985619604674,67.37647946712
"AHR",68.4145818041439,56.5877542379537,64.4071312037715,54.2725933326361,70.6330024079131,71.7982601305694,72.1942225011664,49.6040558681475,69.7234107043687,74.7759893725818,51.9797768882314
"IK",98.3038529952112,97.9088010895252,126.806767408984,97.2824897201986,101.731373491491,108.781488170216,99.9787497729087,103.181402819601,102.827603446624,108.723681435506,105.613744962624
"RPN1",101.305029815626,112.229224960223,96.8616336804772,116.330809385692,117.556253812389,109.339024271316,112.352733229996,101.567253317008,104.086716958215,89.4984608931645,102.43260806616
"EFTUD2",51.0812544535864,67.6908141553225,46.0050937169797,56.993781856278,65.3948016048282,55.1960740089192,53.2157202663698,65.2488895086646,64.8968089099354,66.9847157843696,42.0546297712619
"TRIM8",80.6030346054193,64.3472790665694,60.3921412066533,78.0074043444017,63.0238265044845,68.4530435239682,66.1970157949707,80.7695578028284,77.1731656479507,79.9364433076314,84.9999778735339
"HIF1A",51.2037514666645,61.3191718163779,41.1536474704618,53.1387647811186,55.8557622476315,60.6475381085655,49.1163637836537,71.1467434604468,68.5692233187434,60.053517851999,42.3727434609083
"AMFR",80.7255316184974,76.7120503381847,81.1362561917641,72.3382615868144,80.3925975883976,82.7631367855399,72.7256205637407,72.9471409825698,86.2492755440047,84.1356362155639,69.9213889842917
"TSC2",63.6984468006353,75.5765101193629,56.1262143347152,57.6740789871885,65.9461911630477,71.1787755737914,67.9430380005719,71.2088261336235,74.9172539396829,76.0913991991631,60.18711008111
"HECTD4",44.0376762015931,56.9662676442276,36.4694924738239,39.0037021722009,45.5999164647495,62.8776825129663,50.6346439624374,46.3136741897848,51.8859692901585,64.556266873758,30.5389142060601
"POFUT1",46.8551075023904,67.5015574521856,47.7616518407189,53.6678847718268,69.5853622472961,52.4083935034182,67.4116399379976,64.5038974305447,68.9364647596242,62.987893618988,43.8360664332821
"TMED7",127.825633147044,91.0955597765944,147.383591144215,128.878512022485,103.220125298683,108.409797436149,130.496181366462,84.4945181934277,111.274156586882,74.4724332587553,127.627212286159
"TNKS1BP1",38.6478076261547,65.2935625822543,28.9413862292272,63.2676331746746,59.7706281109897,53.709311072652,63.3122834552816,61.027267732652,53.7746395575455,67.1870865269206,63.4318697155039
"IFIT1",53.4699462086102,36.4634581377227,76.7866836948861,50.8711076780837,79.0692626486709,37.2310218623574,75.1548688497947,58.9164568446458,44.5411404725426,34.9595457756793,74.0568669496957
"BICD2",77.2956152523094,85.4809442501976,84.4820811893627,69.2391302126666,76.9739823274369,80.2232501027501,62.7808853927073,87.3503211595538,78.0125746556782,84.5403777006659,72.2118075497462
"S100A10",47.2838470481639,48.0712025967901,34.7965799750246,75.5129815310633,70.7984192753789,52.5322904147738,70.5241143045043,41.0987296429457,49.7874467708397,65.922269385977,59.9326191293929
"CRYZ",49.7337873097268,25.8019971943401,34.1274149755049,70.7509016146899,53.0436755007123,57.116476134931,54.6580864362143,63.8209880256015,51.046560282431,20.4900376832853,31.7477462267166
"HSBP1",123.905728728543,92.1049288599915,160.850536759549,131.14616912552,132.278355016849,105.56016847497,128.977901187678,98.8356156972351,87.8756304964768,82.1119287900543,116.938592314038
"SKIV2L2",74.7844264842074,80.6233555363487,89.0825905610606,61.9070389128537,93.6259469856647,85.798611113752,76.8249770464568,84.4324355202511,77.8551854667293,72.6005038901589,64.6407017361605
"GIMAP6",31.9104719068567,57.2186099150769,29.443259978867,37.8698736206834,66.2218859421574,56.6828369451864,67.3357259290584,55.2535791272231,50.3645404636524,52.5658003776133,47.7170534469689
"CIAO1",106.694898391064,115.825102319825,117.856685540408,114.667860843466,103.550959033615,86.3561472148522,113.87101340878,116.280846859875,114.631792617792,100.881815161656,104.404912941968
"CBX3",121.394539960441,70.4034935669524,108.739312421952,94.1833583460509,90.9792771062113,85.798611113752,86.5419701906726,91.6340256087431,81.5800629385202,80.4929628496466,101.732757948938
"SNX13",61.3710035521505,74.1886276296918,91.5083136843195,52.8364105007139,90.8138602387454,68.4530435239682,69.8408882240516,61.7101771375953,71.1923764678919,54.1341736323833,53.2522316468172
"RTFDC1",101.795017867938,108.63334760062,107.400982422913,104.085461029303,96.2726168651181,94.4713949086439,104.913160353956,106.844280537024,109.228097130546,102.956115272804,106.186349603988
"SLC4A2",53.9599342609228,56.9662676442276,32.9563762263454,38.9281136020997,57.7304867455777,47.5764139605499,43.954211175789,55.6260751662831,54.5091224393071,60.3064812801877,35.8196014541913
"PTGES3",170.454593698238,139.356019076521,214.801964845825,188.89583668281,166.5747855381,168.933438633359,198.666961393851,141.486412169597,147.945837611979,131.389204601214,188.068813318987
"BECN1",43.0577000969679,55.8307274254058,42.5756230944412,42.7075421071579,48.2465863442029,46.8949809480941,40.5380807735256,60.2822756545322,59.0734089188256,61.7230764780445,30.2844232543429
"URB1",41.8327299661864,53.3703902846252,36.3858468488839,46.7137363225196,40.5271325291305,36.5495888499016,38.0329184785325,48.8590637900276,59.8078918005872,57.9286250552139,24.3675086269188
"PLVAP",16.1696057263151,33.4984364552435,6.94258687001693,15.1933025903341,4.30083855411181,37.354918773713,11.4630153498172,5.15286187366238,19.8835008705461,43.9144511335595,17.1145165029795
"ADNP",69.7008004414644,72.0437183274728,74.4446061965671,66.5935302591259,81.0542650582609,84.0640543547737,70.6759423223827,71.9538182117434,77.5404070888314,82.2131141613298,69.0306706532816
"UBTF",81.7667562296616,88.887564906663,81.7217755663439,84.0544899524949,86.9541333312092,101.471570400235,91.3245527538414,89.9577934329734,85.724644914175,93.4952830585461,89.6444377423722
"CEP85",58.9210632905876,82.7682648385677,70.011388074749,82.6938956906739,84.3074634517558,70.3114971943022,74.6993847961595,77.4791761244657,56.397792706694,82.5166702751562,56.687859494999
"RNF187",89.4840680535848,82.0112380260199,93.5994543078186,105.748409571529,98.2024803188862,82.8870336968955,82.4426137079566,91.9444389746263,100.834007053271,74.5230259443931,103.959553776463
"BRWD1",81.0930226577319,78.0368472601435,79.2960524430849,80.3506500175378,73.2245333315446,104.816787006836,70.6000283134435,67.5459484162008,68.0445926889137,84.8945265001301,79.7829133633319
"DAP3",98.8550895540628,96.6470897352788,99.7892305533759,87.0024441864403,105.756517266493,87.4712194170526,97.4735874779155,96.3523087701688,100.519228675373,79.7340725650805,102.241739852372
"DYNLL1",77.6631062915438,65.9244182593775,68.8403493255896,65.9132331282154,39.8103261034452,72.231899320314,67.7912099826936,45.0720207262517,47.1642936216911,63.5950058466409,96.0067115353013
"NHSL1",74.4169354449729,64.9150491759803,72.353465573068,58.5811418284024,81.0542650582609,84.9932811899406,70.3722862866259,47.4932449801412,71.7694701607046,65.8716767003393,68.903425177423
"PXN",86.5441397397093,114.05870642388,88.4134255615409,95.9974840284789,79.6206522068903,80.0374047357167,66.8043278664841,89.3369667012068,84.9376989694304,76.6479187411782,83.727523114948
"TBX5",53.2249521824539,48.1342881645024,46.0887393419196,41.0445935649323,69.8610570264059,64.4883423605891,60.1998090887749,59.413118230059,47.8463134404697,61.3183349929426,78.701326818534
"RAN",139.830340428702,119.673321950277,152.569619890493,135.605894761489,111.490968671975,120.180004014931,117.666713855739,124.7240904119,126.121203411063,114.592432969484,113.884700893432
"LDB1",45.691385878148,57.7232944567755,53.3659087116964,50.7955191079825,78.3524562229856,60.8953319312767,53.5952903110657,65.8697162404312,55.9256251398473,63.4432277897277,49.498490108989
"ACSL3",57.8185901728843,59.6789470558575,41.2372930954018,65.0061702870014,73.0591164640787,73.9045076236146,69.9168022329908,64.7522281232514,68.1495188148796,54.5389151174852,41.6728933436861
"NAA50",97.8751134494377,84.1561473282388,92.1774786838393,95.619541177973,85.079408833263,84.1260028104515,83.9608938867403,93.3102577845127,97.0042034555138,85.7040094703339,70.5576163635846
"FUNDC2",138.850364324077,145.664575847754,183.267564243459,167.957802764787,161.557140558302,127.923560974656,179.005233078602,147.011770082319,118.3042070266,102.197224988238,165.355495878229
"BCL9L",38.4640621065375,58.7326635401727,34.1274149755049,37.1895764897729,49.7353381513955,57.3642699576422,44.1060391936674,55.998571205343,51.6761170382266,60.458259337101,32.702087295656
"CDKN1B",79.1943189550206,62.3916264674874,97.6144443049369,73.3209129981295,91.254971885321,83.2587244309623,100.965631889118,71.5192394995068,59.2832611707575,73.1570234321741,112.357755183129
"ETS2",46.9163560089295,56.9662676442276,52.1948699625369,57.5229018469861,68.647999998323,61.5767649437325,80.2411074487202,72.5746449435099,65.0017350359013,75.0289528007705,63.7499834051504
"NISCH",57.7573416663453,72.4853173014591,42.910205594201,57.8252561273908,54.0361767055073,77.5594665086047,55.7967965703021,60.2201929813555,67.1002575552202,67.1870865269206,60.4416010328272
"ANKS1A",54.7561648459307,83.6514627865403,47.9289430905988,62.2093931932583,58.5024321270849,63.7449608924555,63.3122834552816,70.401751382327,61.1719314381444,72.0439843481438,49.3076218952012
"EIF4E3",89.4228195470457,92.2941855631285,97.9490268046967,95.5439526078719,82.7084337329193,87.347322505697,81.9112156453823,93.9310845162793,94.0662719284674,95.0130636276783,73.6115077841906
"KIAA0195",44.5889127604447,54.1905026648854,39.0625068469627,45.2019649204963,64.2920224883893,53.3376203385852,46.7630295065389,55.812323185813,56.50271883266,63.8479692748296,41.9273842954033
"GRM1",29.5217801518329,11.923172297629,39.6480262215425,23.3568681612598,62.6929927695528,20.3190934623182,34.7686160941474,18.8110499725265,31.005670222936,30.8109455533845,24.8764905303531
"FNBP4",59.1660573167439,40.3747633358867,56.9626705841148,51.7025819491965,63.4097991952382,53.7712595283298,36.8942083444446,47.1828316142579,47.7413873145038,69.5143500662567,62.2230376948474
"KCTD2",52.1837275712897,64.7257924728434,54.4533018359159,49.661690556465,62.8584096370187,65.9751052968563,51.6215260786468,52.397776161097,69.6184845784028,65.8210840147016,46.1264849987366
"SUGP2",75.27441453652,90.2754473963342,70.2623249495689,80.9553585783471,83.9214907610021,79.7276624573277,71.1314263760178,82.3837073054214,85.3574034732942,73.1570234321741,66.2312701843928
"POMP",127.580639120888,84.7870030053621,160.014080510149,119.051997909334,103.661236945259,96.5156939460113,109.543914899246,98.7114503508817,93.3317890467058,70.0202769226341,124.827811817271
"PPP1R12A",112.023518459963,82.3266658645815,130.152592406582,99.1722039727278,83.8663518051802,100.914034299135,85.4032600565848,89.0265533353235,81.4226737495713,92.5846147170668,124.255207175907
"HEXA",63.0247132287055,68.952525509569,57.3808987088146,56.9181932861768,70.2470297171595,63.0635278799997,68.5503500720854,66.2422122794911,70.98252421596,78.0139212533972,61.2050738879787
"PRICKLE1",44.0989247081321,36.715800408572,55.0388212104957,31.1424908816798,56.9034024082485,49.372919175206,46.8389435154781,38.1808440036429,63.2179908944803,55.2978054020514,34.674392171464
"DIDO1",64.1271863464088,73.7470286557055,70.5132618243888,60.7732103613362,69.6405012031181,67.27602286609,63.3881974642207,71.8296528653901,82.9441025760775,74.8771747438573,66.931120301615
"EFCAB2",54.2049282870791,10.4091186725333,59.7229762071336,28.950422348746,30.0507309229607,27.0714751311983,29.4546354684044,22.5980930363025,46.2199584879976,20.5912230545607,56.687859494999
"FBXO38",76.3156391476842,66.4921883687884,66.4982718272706,57.5984904170873,60.4322955808531,67.2140744104122,46.383459461843,64.3176494110148,66.8379422403053,73.2076161178118,52.0433996261607
"ABCA6",12.678440853588,23.2785744858472,12.0449699913547,19.1239082355946,23.7097510034369,35.4345166477012,26.4939891197761,28.6821950076147,26.0216792395537,54.8424712313117,22.0770900614643
"ITGBL1",12.678440853588,17.7901300948751,6.18977624555726,13.0012340574003,7.94000963836026,24.7174338154419,11.4630153498172,18.1281405675833,15.1093621390957,49.7832026675375,7.06212391015139
"USF2",145.220209004141,130.713296299933,155.915444888091,136.437369032602,129.245712446642,135.791014845736,131.786719518428,139.127270588884,123.07834575805,125.925194552338,132.017181203281
"CERS2",63.3309557614009,72.9269162754453,62.3159905802725,68.2564788013515,65.4499405606502,67.9574558785458,61.869917285437,69.7809246505604,66.0509962955608,85.3498606708697,70.6212391015139
"ANGPTL1",22.0494623540661,38.1667684659554,21.6642168594504,30.0842509002634,26.4115598387122,46.7091355810607,20.1931263778236,19.4318767042931,42.5475440791896,51.1997978653943,22.9041856545451
"RRBP1",46.6713619827732,57.2186099150769,29.0250318541672,55.4820104542547,46.5372787137226,58.5412906155203,51.4696980607685,62.5172518888918,57.9192215332002,66.2764181854412,46.5082214263123
"IDE",63.2084587483227,78.0368472601435,71.9352374483682,71.5067873157016,86.4578827288117,70.7451363840468,71.1314263760178,77.417093451289,79.5864665451673,75.130138172046,64.7043244740898
"PRMT1",112.146015473042,96.3947474644295,103.553283675674,103.102809617988,117.501114856567,108.10005515776,106.3555265238,94.7381592675758,92.1776016610804,81.0494823916617,110.51269578318
"ATM",54.7561648459307,57.5340377536385,67.3347280766702,50.7955191079825,65.3948016048282,75.2054251928484,59.2129269725655,63.1380786206583,57.7093692812683,77.3562163401066,49.6893583227769
"UQCC1",98.8550895540628,117.402241512633,94.7704930569781,108.923129515778,103.771514856903,94.0377557188993,99.1436956745776,99.1460290631183,101.620952998015,82.9720044458959,112.803114348634
"ACIN1",79.0105734354034,94.6914371361968,84.1474986896028,79.3679986062227,82.8738506003852,102.46274569108,98.080899549429,88.7782226426169,81.8423782534351,94.102395286199,94.4797658249983
"PDGFD",43.2414456165851,37.7251694919691,43.2447880939609,49.7372791265662,52.5474248983147,68.514991979646,63.3122834552816,37.7462652914064,59.6505026116383,63.8479692748296,59.6145054397464
"MTX2",94.3227000701715,57.9756367276248,118.107622415228,75.0594501104563,61.6453526089359,65.0458784616893,84.7959479850714,65.5593028745479,64.7918827839694,45.4322317026918,104.723026631614
"VPS41",55.4298984178605,61.4453429518026,49.9364380891579,46.9405020328231,52.4371469866709,54.2668471737522,48.1294816674443,58.7302088251158,61.4342467530593,68.0471621827622,36.2649606196963
"HOMER1",85.1966725958497,85.5440298179099,101.545788677115,89.7992212801834,85.5205204798386,91.683714403143,76.9008910553959,81.390384534595,100.729080927305,68.7048670960528,68.0763295843422
"COPS4",99.835065658688,93.4297257819503,103.135055550974,106.731060982844,112.042358230195,77.5594665086047,99.9028357639695,94.0552498626326,98.420706156054,71.3862794348531,95.8794660594428
"ANAPC13",103.203733518337,68.1324131293088,124.213753035845,85.03714136381,76.1468979901077,72.2938477759918,81.5316456006863,68.5392711870273,93.7514935505695,69.5143500662567,91.1077607147459
"GCNT2",64.0046893333306,58.2910645661864,64.8253593284714,47.4696220235313,82.1570441746999,64.3024969935557,77.9636871805446,70.215503362797,74.4975494358191,56.5120298573571,61.1414511500494
"S100A4",27.7455734621998,34.3185488355037,25.5955612316287,44.2949020792824,36.2262939750187,24.9032791824753,35.831412219296,46.8724182483747,30.7433549080211,46.5958634723598,74.56584885313
"MAP2",40.5465113288659,22.8369755118609,32.4545024767057,28.496890928139,22.2761381520663,38.0363517861688,20.4967824135804,27.1301281781983,47.1118305587081,51.4021686079453,18.323348523636
"RGL1",44.1601732146712,53.1811335814883,40.4008368460021,52.5340562203093,50.0661718863272,59.9041566404319,44.1060391936674,63.9451533719548,56.9224233365238,65.1127864157732,36.5830743093428
"CES1",17.6395698832529,26.6851951423126,12.6304893659344,26.0780566849017,20.7873863448737,21.6819594872298,16.5492539487427,58.6060434787625,6.87266125076923,38.4504410846835,21.1227489925249
"NHLRC2",50.4687693881957,87.2473401461426,49.852792464218,64.2502845859898,56.9585413640704,56.7447854008642,57.1632487312075,70.215503362797,61.906414319906,44.3191926186615,35.8196014541913
"STMN1",81.7055077231226,46.3048067008451,76.870329319826,68.3320673714527,37.2739341356356,38.903630165658,41.4490488807958,49.2315598290876,57.8142954072343,61.2171496216671,60.3143555569686
"CELF1",107.307383456455,94.5021804330598,102.967764301094,103.102809617988,80.7234313233293,104.011457083025,79.9374514129634,71.7054875190367,84.9376989694304,90.2067584920929,104.532158417826
"EFHD1",31.0529928153097,34.381634403216,26.0137893563285,50.4931648275778,43.008385541118,30.0450010037327,40.310338746708,47.9278236923778,38.8226666073987,63.6961912179164,50.7073221296456
"GNB2",93.7102150047808,86.3641421981701,85.3185374387623,97.5092554305021,98.6987309212837,91.0022813906872,97.3976734689763,89.5852973939134,95.5352376919906,90.6114999771949,97.3427890318165
"ARF4",125.253195872403,88.9506504743754,127.308641158624,121.848775003077,91.3652497969649,96.7634877687225,94.0574570756521,96.0418954042856,106.080313351568,95.468397798418,104.850272107473
"RAB6B",55.4298984178605,66.80761620735,58.9701655826739,68.5588330817561,67.5452208818841,67.3379713217678,48.7367937389578,79.7141523588253,71.2973025938579,52.818763805802,42.6908571505548
"RAB10",147.118912706852,137.841965451426,166.873021755226,146.415060285956,128.198072286025,140.437149021571,141.731454689461,125.903661202257,137.977855645214,128.707792262414,140.542628085806
"SDCBP",113.738476643057,135.066200472083,127.894160533203,150.496843071418,133.987662647329,103.701714804636,145.982639190056,122.985775562954,86.5115908589195,100.325295619641,121.455806707018
"DANCR",74.9069234972855,46.3678922685574,115.598253667029,53.9702390522314,61.47993574147,53.5854141612964,54.4303444093967,44.5753593408384,58.0241476591662,32.9864310358074,60.4416010328272
"GBP4",23.3969294979257,40.9425334452976,21.0786974848707,30.9157251713763,53.0988144565342,32.399042319489,60.1998090887749,49.9765519072074,31.5303008527657,53.0717272339907,37.4101699024236
"NDUFB11",110.859796835721,84.4715751668004,143.201309897217,101.28868393556,100.408038551764,85.798611113752,114.933809533928,79.2795736465887,81.5800629385202,54.2859516892965,111.785150541766
"CMTR1",56.7773655617201,67.0599584781993,46.9251955913193,57.5229018469861,66.9386923678427,56.496991578153,53.3675482842481,62.9518306011284,65.1591242248502,69.3119793237057,53.1249861709587
"PLCL2",60.7585184867598,66.80761620735,55.3734037102555,53.2899419213209,78.0216224880539,56.496991578153,51.3937840518293,71.0846607872702,47.2167566846741,60.3064812801877,44.5995392884336
"RND3",65.168410957573,60.3098027329807,82.6418774406835,54.1970047625349,48.3568642558468,73.2850230668366,43.1191570774579,52.8944375465102,76.2812935772401,46.1911219872579,43.2634617919184
"TFG",103.081236505259,100.179881527169,106.480880548573,95.5439526078719,93.8465028089525,96.5156939460113,92.0836928432333,109.70008350315,105.660608847704,88.6889779229607,99.1878484317659
"APOE",30.6242532695362,14.5096805738343,10.9575768671352,19.8797939366062,5.73445140548241,38.0363517861688,22.3187186281208,8.44324355202511,27.1234035621961,34.2512481767509,52.0433996261607
"SIK2",29.1542891125985,57.3447810505016,25.2609787318688,50.4175762574767,39.6449092359793,45.3462695561491,35.2241001477826,36.0700331156367,50.8367080304991,51.250390551032,20.7410125649491
"CENPB",95.9764097467264,107.434721814086,106.815463048333,95.5439526078719,98.8090088329276,100.852085843457,102.180256032145,97.9664582727619,101.411100746083,96.9861783675503,84.809109659746
"SEMA6C",65.8421445295028,69.141782212706,54.8715299606157,73.547678708433,91.3101108411429,76.0727035723375,79.0264833056932,76.0512746414026,62.6933602646506,47.5571244994769,62.2230376948474
"FASTK",80.5417860988802,79.8663287238009,90.8391486847999,80.8041814381448,77.1393991949028,82.0817037730841,81.0761615470512,91.820273628273,87.9805566224427,61.5712984211313,116.302364934745
"EIF1AX",84.1554479846855,49.8375984927351,109.743059921231,94.4101240563544,82.8738506003852,62.5679402345773,99.1436956745776,48.424485077791,54.7714377542219,70.9815379497512,66.0404019706049
"MTSS1L",70.4357825199333,83.3360349479786,77.7904311941656,65.2329359973049,76.0917590342858,69.0725280807462,73.5606746620717,74.7475385046928,68.5167602557604,84.5403777006659,57.1968413984333
"PMPCB",114.105967682292,107.245465110949,121.871675537526,117.540226507311,115.01986184458,94.6572402756773,116.755745748469,117.087921611172,116.625389011145,96.2272880829841,111.912396017624
"PHPT1",129.601839836677,115.6989311844,127.141349908744,143.089163201504,113.641387949031,107.728364423693,145.071671082785,103.367650839131,110.329821453188,92.9893562021687,153.394421147523
"PDLIM7",40.7302568484831,25.4234837880662,16.9800618628125,36.5848679289636,14.8323791161035,34.1335990784674,26.2662470929585,31.7863286664475,40.2391693079389,53.9823955754701,41.6092706057568
"B4GALT1",49.9787813358831,80.6233555363487,54.4533018359159,63.7967531653828,76.3123148575736,69.1964249921018,50.7105579713766,63.2622439670116,60.175133241468,52.1610588925114,47.8442989228274
"ST6GALNAC6",39.9952747700143,54.4428449357347,58.6355830829141,60.0929132304257,61.9761863438675,65.9751052968563,55.4931405345453,55.812323185813,53.8271026205285,76.2431772560763,67.6945931567665
"NR2C2",37.9740740542249,53.6858181231868,36.8877205985237,36.2825136485589,49.4045044164638,59.4085689950095,42.5877590148836,47.4932449801412,47.32168281064,61.82426184932,31.8113689646459
"MED24",48.0188291266328,64.851963608268,40.735419345762,56.0111304449629,58.8332658620166,55.5058162873082,45.4724913545727,63.8830706987782,65.9460701695948,58.0804031121271,41.863761557474
"SLC38A10",68.7820728433783,72.3591461660344,52.3621612124169,67.4250045302387,53.7604819263976,75.5151674712373,68.1707800273895,64.4418147573681,78.6945944744568,70.627389150287,60.5688465086858
"POLR2K",74.0494444057385,49.0805716801873,106.815463048333,82.6183071205727,73.6105060222982,53.6473626169742,91.9318648253549,39.3604147939994,59.0734089188256,39.0575533123364,81.6915955012107
"ANP32E",129.540591330138,84.4715751668004,142.532144897697,98.4919068418173,92.1923341342941,108.781488170216,98.8400396388209,91.4477775892131,94.0662719284674,81.3530385054882,103.832308300604
"TNIK",57.5735961467281,41.0056190130099,45.8378024670997,28.1945366477343,57.454791966468,51.9128058579958,40.4621667645864,34.9525449984569,50.1546882117205,54.9436566025872,33.8472965783832
"UBE2D1",111.717275927268,74.1886276296918,159.34491551063,123.96525496591,93.295113250733,92.5509927826322,110.606711024395,87.1640731400239,89.9741530157956,70.7285745215625,126.163889313786
"HOOK2",54.6336678328526,64.1580223634325,54.6205930857959,55.1040676037489,45.7653333322154,51.541115123929,45.4724913545727,58.0472994201726,64.1098629651908,72.6005038901589,51.6616631985849
"DNAJC10",81.0930226577319,87.0580834430057,67.92024745125,83.8277242421914,79.2346795161367,73.3469715225144,78.1914292073621,84.991179578841,76.8059242070699,85.5522314134207,68.903425177423
"EPM2A",81.7667562296616,72.4853173014591,90.6718574349199,76.4200443722773,79.7309301185342,61.5767649437325,70.6759423223827,85.3636756179009,79.2192251042865,79.1269603374275,56.3697458053525
"PSMA1",136.767915101749,104.406614563894,162.941677383048,140.367974677862,127.922377506915,124.082756722632,126.92822294632,111.748811717979,120.192877293987,99.6675907063506,144.041878671917
"DNAJA2",159.062371481971,137.905051019138,169.633327378245,152.991265884757,139.997808831921,137.525571604714,149.246941574441,133.105251290749,140.968250235244,120.309406446549,144.041878671917
"UBN1",42.6902090577335,76.0181090933492,43.1611424690209,63.6455760251805,63.6854939743479,65.9751052968563,52.3047521590995,65.9317989136078,59.4406503597064,52.818763805802,39.3824747782316
"SESN3",25.9693667725667,33.7507787260928,14.1361106148538,32.1251422929949,15.8800192767205,29.7972071810215,25.8866770482626,29.5513524320879,32.84187742734,56.7144005999081,25.7672088613632
"TNRC6A",77.7856033046219,75.5765101193629,91.3410224344396,65.3841131375072,75.7609252993541,90.8783844793316,68.9299201167814,74.8717038510462,69.5660215154198,87.7783095814813,81.5007272874228
"TOMM6",103.999964103345,68.1954986970211,130.403529281402,85.1127299339112,86.4578827288117,74.709837547426,85.4032600565848,73.2575543484531,77.5928701518144,56.1072883722552,104.977517583331
"TOB1",77.6631062915438,76.7120503381847,89.1662361860006,83.1474271112809,71.0189750986667,61.0192288426323,86.9974542443078,83.5011954226012,67.7298143110158,47.1017903287372,117.256706003685
"SPIN1",87.2178733116391,74.819483306815,109.743059921231,82.0135985597634,90.6484433712796,92.7368381496656,86.9215402353686,78.7829122611754,88.7150395042043,94.0012099149235,89.1990785768671
"DNAJB2",102.836242479103,106.614609433826,125.133854910185,88.9677470090705,100.738872286696,97.0732300471115,100.889717880179,98.7114503508817,102.355435879777,100.072332191452,97.1519208180286
"MAT2B",95.8539127336483,88.6983082035261,111.917846169671,97.3580782902998,110.939579113756,80.7188377481725,113.035959310449,100.884343912065,102.198046690828,86.0581582697981,101.860003424796
